Case Number,Date of Crash,Crash Severity,Longitude,Latitude
20251470681,20250221,Property Damage Only,-92.4552873429,42.7252424058
20251470699,20250226,Suspected Minor Injury Crash,-93.9242492466,42.0487670786
20251470707,20250223,Property Damage Only,-91.46706752,41.6160234509
20251470708,20250217,Property Damage Only,-94.2265618112,42.6762214653
20251470709,20250218,Property Damage Only,-94.1312024215,42.8029538087
20251470715,20250223,Property Damage Only,-93.2218504602,43.1044790054
20251470723,20250223,Property Damage Only,-91.9801619219,41.7749658694
20251470737,20250215,Property Damage Only,-96.1524441226,42.0515101539
20251470740,20250226,Property Damage Only,-93.2385463911,41.2471402815
20251470742,20250226,Property Damage Only,-93.6593650729,42.0679951505
20251470760,20250226,Property Damage Only,-91.7268470293,42.5993646159
20251470771,20250225,Property Damage Only,-91.1741720852,41.5361676928
20251470773,20250226,Property Damage Only,-95.1499779038,43.3341472494
20251470778,20250226,Property Damage Only,-95.3821685803,41.4975421812
20251470780,20250224,Property Damage Only,-93.7998542849,41.6005031129
20251470783,20250226,Property Damage Only,-91.0744687626,42.660767026
20251470785,20250226,Property Damage Only,-90.5379899106,41.727411411
20251470786,20250226,Property Damage Only,-91.5499309961,41.9838497296
20251470788,20250226,Property Damage Only,-90.7657269975,41.4778601638
20251470791,20250226,Property Damage Only,-95.8791095846,41.2233040317
20251470814,20250226,Property Damage Only,-93.0515746497,42.436126628
20251470815,20250226,Property Damage Only,-96.1550863988,42.5900817551
20251470817,20250226,Property Damage Only,-92.1491099046,43.3710577489
20251470824,20250226,Property Damage Only,-92.6463572653,41.3279772501
20251470843,20250227,Property Damage Only,-90.8638434184,41.9125192609
20251470860,20250226,Property Damage Only,-92.8625466423,42.0928366923
20251470865,20250201,Property Damage Only,-94.698758035,43.1051489717
20251470873,20250201,Property Damage Only,-94.6987421668,43.0965767687
20251470878,20250225,Property Damage Only,-91.6021273812,42.0444976692
20251470905,20250215,Property Damage Only,-96.1668261616,42.0690790948
20251470908,20250225,Property Damage Only,-91.3298939823,40.6916740954
20251470914,20250225,Possible/Unknown Injury Crash,-90.6684689529,41.5382720686
20251470919,20250214,Property Damage Only,-93.2022465784,42.7742862967
20251470921,20250227,Property Damage Only,-91.7422779343,41.7587642637
20251470951,20250227,Property Damage Only,-93.201191302,43.1230943163
20251470952,20250227,Property Damage Only,-92.0453935372,41.7892348937
20251470957,20250227,Property Damage Only,-91.2182632285,43.0170183875
20251470958,20250227,Property Damage Only,-91.3828594124,42.7363725189
20251470960,20250227,Property Damage Only,-91.1097557285,40.8506365226
20251470961,20250228,Property Damage Only,-93.2011538733,40.7465158975
20251470962,20250227,Property Damage Only,-95.2821834865,41.0297176547
20251470967,20250228,Property Damage Only,-95.8326613309,41.1492799337
20251470980,20250225,Property Damage Only,-92.9584763877,42.0535888918
20251470985,20250227,Property Damage Only,-91.2943951931,42.4188187923
20251470997,20250225,Property Damage Only,-95.4270724494,40.7718064275
20251471003,20250228,Property Damage Only,-93.9127567107,41.8270885312
20251471033,20250225,Property Damage Only,-92.0817668264,42.7472255012
20251471040,20250224,Property Damage Only,-92.2106694336,42.8475694548
20251471041,20250225,Property Damage Only,-92.3952169852,42.7654835096
20251471044,20250223,Property Damage Only,-94.62205441,40.674964583
20251471050,20250224,Property Damage Only,-91.1635938822,40.8714947118
20251471051,20250227,Property Damage Only,-91.1659867831,40.8737937462
20251471064,20250228,Property Damage Only,-91.4572628131,41.1190347216
20251471069,20250228,Property Damage Only,-91.7102780538,42.0917864225
20251471097,20250221,Property Damage Only,-92.9503327871,42.7448981589
20251471108,20250223,Property Damage Only,-95.3731229376,41.3181102706
20251471110,20250301,Property Damage Only,-90.2353208893,41.873757069
20251471111,20250228,Property Damage Only,-93.432068302,43.2135300851
20251471129,20250228,Property Damage Only,-91.0753586749,42.7030882912
20251471172,20250227,Property Damage Only,-95.8011354182,43.0289780172
20251471206,20250301,Property Damage Only,-94.2272745003,42.6131754847
20251471209,20250301,Property Damage Only,-94.8866629339,40.6143182435
20251471218,20250228,Property Damage Only,-91.699351005,41.5908748992
20251471227,20250228,Property Damage Only,-91.2426029287,40.8323797757
20251471232,20250228,Property Damage Only,-93.5775826186,41.3538150445
20251471257,20250228,Property Damage Only,-94.452141393,43.4871369914
20251471284,20250301,Property Damage Only,-93.2850624685,41.8271189384
20251471289,20250228,Property Damage Only,-92.0905202462,41.8627003327
20251471304,20250226,Property Damage Only,-91.5384919537,41.175634953
20251471324,20250302,Property Damage Only,-92.1690607828,40.8877891844
20251471333,20250302,Property Damage Only,-94.3846483601,41.6885916469
20251471340,20250302,Property Damage Only,-95.7830952018,41.2828843825
20251471345,20250221,Property Damage Only,-92.6527264666,43.0385569224
20251471349,20250302,Property Damage Only,-92.8931376018,42.0006507557
20251471376,20250301,Property Damage Only,-95.3658712861,40.8743571092
20251471380,20250219,Property Damage Only,-92.7962203628,41.702229265
20251471388,20250303,Property Damage Only,-92.9026575919,41.7591133757
20251471390,20250217,Property Damage Only,-91.807281885,43.2814615916
20251471391,20250228,Property Damage Only,-91.8252551823,43.3855769744
20251471396,20250221,Property Damage Only,-93.2022409661,42.7913425894
20251471420,20250301,Property Damage Only,-93.9144064927,41.5189893669
20251471426,20250303,Property Damage Only,-93.2354029953,42.295707814
20251471428,20250222,Property Damage Only,-96.1372324406,43.1425888999
20251471430,20250301,Suspected Minor Injury Crash,-96.3935838572,43.2263745326
20251471448,20250226,Property Damage Only,-91.3555632318,41.3157545015
20251471449,20250225,Property Damage Only,-92.0335903738,42.7148778837
20251471452,20250225,Possible/Unknown Injury Crash,-93.8157165708,41.8645844806
20251471454,20250302,Property Damage Only,-95.2425473635,42.6555376077
20251471456,20250223,Property Damage Only,-93.5998288609,42.005780234
20251471457,20250223,Property Damage Only,-93.597921998,42.0058982617
20251471463,20250227,Property Damage Only,-94.1890529722,42.731658005
20251471478,20250225,Property Damage Only,-91.930302934,43.1473114081
20251471479,20250215,Property Damage Only,-91.5022725646,41.5583207481
20251471480,20250219,Property Damage Only,-91.3066680588,43.1632731725
20251471487,20250303,Property Damage Only,-90.5796154813,42.1852451074
20251471493,20250303,Property Damage Only,-90.5099911246,42.0929237904
20251471495,20250302,Property Damage Only,-90.9699306944,41.4568784013
20251471516,20250303,Property Damage Only,-91.4817227147,41.9180135456
20251471517,20250303,Property Damage Only,-91.4733001465,41.9177397308
20251471518,20250303,Property Damage Only,-91.4657634907,42.0504468564
20251471520,20250303,Property Damage Only,-91.242768896,40.8323823045
20251471522,20250303,Property Damage Only,-94.9248427429,43.1815373994
20251471532,20250303,Property Damage Only,-93.6786430883,42.0599030103
20251471536,20250303,Property Damage Only,-93.6571234359,42.0522286002
20251471541,20250301,Property Damage Only,-93.052236002,41.3171859534
20251471542,20250303,Property Damage Only,-93.0283570498,41.2455102598
20251471543,20250303,Property Damage Only,-91.4418153137,40.5099824971
20251471544,20250303,Property Damage Only,-91.3302634078,40.6441523073
20251471545,20250303,Property Damage Only,-91.443113316,40.4563902977
20251471552,20250303,Property Damage Only,-90.5739194294,42.3850275168
20251471553,20250304,Property Damage Only,-93.5646482273,41.4851008609
20251471556,20250304,Property Damage Only,-92.6651481148,43.0389271256
20251471558,20250224,Property Damage Only,-92.4971279901,42.7183914514
20251471559,20250303,Property Damage Only,-92.4756329049,42.7169622452
20251471566,20250304,Property Damage Only,-92.5766082074,42.5423641333
20251471572,20250304,Property Damage Only,-94.6235003949,40.6321371559
20251471573,20250302,Property Damage Only,-92.2976834186,43.2544221619
20251471576,20250304,Property Damage Only,-94.8562627712,43.284339964
20251471582,20250226,Property Damage Only,-90.5910716308,42.3999419914
20251471583,20250304,Suspected Minor Injury Crash,-93.2901986579,42.3326335944
20251471590,20250304,Property Damage Only,-96.1734375861,43.0264461009
20251471595,20250302,Property Damage Only,-94.0276795506,41.7212058745
20251471625,20250303,Property Damage Only,-93.6836990974,41.4562255566
20251471635,20250224,Property Damage Only,-90.9895978932,41.4841182606
20251471636,20250303,Property Damage Only,-93.4471277229,43.1346262096
20251471658,20250303,Property Damage Only,-90.5497300999,41.6110589859
20251471677,20250304,Property Damage Only,-90.5335579288,42.2458071838
20251471682,20250303,Property Damage Only,-91.0755345993,42.6626039937
20251471684,20250303,Property Damage Only,-92.8893429704,40.6963877604
20251471685,20250305,Property Damage Only,-91.4877688805,41.9178141476
20251471691,20250223,Property Damage Only,-91.5824420082,42.0163455694
20251471715,20250305,Property Damage Only,-91.1413071379,40.8308097872
20251471738,20250304,Property Damage Only,-92.3577735395,41.7034886779
20251471739,20250224,Property Damage Only,-92.7329411671,42.3573755827
20251471791,20250228,Property Damage Only,-91.1326810621,41.7155178662
20251471815,20250305,Property Damage Only,-91.6450584383,41.6145126147
20251471830,20250301,Property Damage Only,-92.547318555,43.2988776665
20251471833,20250110,Property Damage Only,-93.7244137984,41.567451288
20251471834,20250116,Property Damage Only,-93.7236049153,41.5680508607
20251471840,20250303,Property Damage Only,-91.1137917677,40.8584853085
20251471841,20250303,Property Damage Only,-91.1467360979,40.7806333691
20251471857,20250306,Property Damage Only,-93.6170086028,42.8224403273
20251471871,20250305,Property Damage Only,-91.2773629446,40.6704265625
20251471887,20250305,Property Damage Only,-90.9386254,42.510527069
20251471888,20250305,Property Damage Only,-90.7257000821,42.4162914509
20251471962,20250302,Property Damage Only,-92.810561227,40.7380676027
20251471970,20250306,Property Damage Only,-91.3465733111,41.6931443956
20251471971,20250306,Property Damage Only,-91.6337695836,41.7823115732
20251471972,20250305,Property Damage Only,-91.5253839357,41.6251088211
20251471994,20250306,Property Damage Only,-90.5345241719,41.7642530988
20251472003,20250306,Property Damage Only,-90.488991983,41.5897987375
20251472004,20250306,Property Damage Only,-91.0997273068,41.4855047446
20251472011,20250306,Property Damage Only,-90.5051739871,42.2534419198
20251472015,20250307,Property Damage Only,-90.7119929649,42.5197234141
20251472036,20250306,Property Damage Only,-93.6344067639,41.9503475898
20251472047,20250306,Property Damage Only,-93.1030327628,41.6991752216
20251472060,20250307,Property Damage Only,-93.6988003841,41.4609718035
20251472071,20250307,Property Damage Only,-92.5175479673,42.847526781
20251472136,20250215,Property Damage Only,-96.1568225887,42.0564776044
20251472142,20250306,Property Damage Only,-92.9055446913,43.1191799999
20251472190,20250306,Property Damage Only,-93.1096764847,41.3570857322
20251472192,20250306,Property Damage Only,-91.8416648979,43.2842462027
20251472222,20250306,Property Damage Only,-92.2771313572,41.7319853184
20251472225,20250307,Property Damage Only,-93.8482358938,42.0346734729
20251472226,20250306,Property Damage Only,-91.8562232667,41.7591175991
20251472254,20250305,Property Damage Only,-90.7383219485,42.4100214019
20251472264,20250307,Property Damage Only,-91.2456106054,40.6951800041
20251472283,20250307,Property Damage Only,-91.8999451999,41.7671103292
20251472294,20250307,Property Damage Only,-91.8503885429,41.7591494284
20251472304,20250308,Property Damage Only,-92.5956580563,42.9930110913
20251472309,20250308,Property Damage Only,-92.3445744386,41.9645861569
20251472310,20250305,Property Damage Only,-92.4458565166,42.4998483751
20251472313,20250308,Property Damage Only,-92.2988858757,42.2236299385
20251472320,20250308,Property Damage Only,-90.7271371883,42.5244104653
20251472323,20250308,Property Damage Only,-91.5549644996,41.958767328
20251472324,20250308,Property Damage Only,-91.5546512663,41.9587453715
20251472328,20250309,Property Damage Only,-95.8645421512,42.1992045596
20251472329,20250307,Property Damage Only,-91.5791158638,42.0171060023
20251472331,20250308,Property Damage Only,-93.7316408907,41.4978510579
20251472333,20250309,Property Damage Only,-90.9686679114,41.4984674462
20251472339,20250308,Property Damage Only,-90.6751084518,41.7346370978
20251472341,20250308,Property Damage Only,-94.0770519053,41.046331109
20251472345,20250303,Property Damage Only,-92.6456338576,41.2850351491
20251472351,20250309,Property Damage Only,-94.3673098671,41.8715456407
20251472375,20250308,Property Damage Only,-90.5513549515,41.5906312941
20251472385,20250309,Property Damage Only,-91.9103303907,42.6612336712
20251472387,20250225,Property Damage Only,-92.4951100804,42.5421871357
20251472395,20250308,Property Damage Only,-91.4736806132,43.2466106404
20251472412,20250309,Property Damage Only,-91.1267824639,41.4169646405
20251472415,20250309,Property Damage Only,-93.9149961444,41.9562809974
20251472418,20250309,Property Damage Only,-92.2461992577,42.9650473262
20251472420,20250309,Property Damage Only,-90.6758100854,42.1180807986
20251472424,20250309,Property Damage Only,-91.2426958107,40.82706654
20251472429,20250309,Property Damage Only,-93.305587841,42.9801158712
20251472431,20250309,Property Damage Only,-92.1313097831,41.3371413726
20251472438,20250310,Property Damage Only,-91.4219420896,40.9204222276
20251472444,20250310,Property Damage Only,-92.2587398943,42.5222779798
20251472445,20250308,Property Damage Only,-92.4494535867,42.7399024489
20251472448,20250310,Property Damage Only,-90.6837886956,42.5269280338
20251472449,20250307,Property Damage Only,-93.442488413,41.258904868
20251472458,20250307,Property Damage Only,-92.8571996332,41.7096350017
20251472459,20250307,Property Damage Only,-92.8571996332,41.7096350017
20251472460,20250309,Property Damage Only,-91.2536691119,42.0989479444
20251472461,20250310,Property Damage Only,-90.9249781506,42.0669598059
20251472486,20250309,Property Damage Only,-91.9374367148,43.2840954964
20251472488,20250309,Property Damage Only,-93.4777775329,41.4913493431
20251472492,20250310,Property Damage Only,-92.5927689744,42.990245292
20251472497,20250307,Property Damage Only,-92.2369825683,41.0311284172
20251472498,20250307,Property Damage Only,-92.404481376,40.9579152499
20251472504,20250310,Property Damage Only,-94.6787518589,43.1775172027
20251472506,20250307,Property Damage Only,-91.2673719198,42.0980029376
20251472517,20250302,Property Damage Only,-92.2986188877,42.363601737
20251472518,20250308,Property Damage Only,-92.2123882743,41.8267448837
20251472538,20250307,Property Damage Only,-91.2800829979,41.0894126366
20251472544,20250308,Property Damage Only,-92.003693836,42.9647332098
20251472549,20250310,Property Damage Only,-91.3225890691,41.7864296857
20251472551,20250309,Property Damage Only,-92.7608512377,41.291214229
20251472552,20250309,Property Damage Only,-92.6514507444,41.4595577908
20251472567,20250310,Property Damage Only,-91.8561871855,41.7591172398
20251472574,20250306,Property Damage Only,-92.2978024688,41.9345965882
20251472577,20250310,Property Damage Only,-96.1926438818,42.7722268183
20251472580,20250308,Property Damage Only,-93.9437240117,41.3804171711
20251472581,20250310,Property Damage Only,-91.2228703107,41.41498568
20251472587,20250302,Property Damage Only,-93.017043542,42.0228735995
20251472588,20250309,Property Damage Only,-93.6052088569,41.3563393341
20251472599,20250310,Property Damage Only,-93.356057919,43.1775567078
20251472600,20250310,Property Damage Only,-93.356057919,43.1775567078
20251472609,20250309,Property Damage Only,-93.2108288714,43.2124228057
20251472620,20250308,Property Damage Only,-92.922395696,41.4705894285
20251472621,20250308,Property Damage Only,-92.9623041487,41.4214282672
20251472623,20250310,Property Damage Only,-95.8196024115,41.0975697005
20251472628,20250304,Property Damage Only,-91.9697580681,42.1469975793
20251472633,20250302,Property Damage Only,-91.8655506553,43.0976116098
20251472645,20250308,Property Damage Only,-95.0734851417,41.6677237381
20251472654,20250309,Suspected Minor Injury Crash,-91.1701151859,41.0235486807
20251472659,20250310,Suspected Minor Injury Crash,-91.5294205318,42.2277287477
20251472663,20250310,Property Damage Only,-91.604523433,42.893006754
20251472664,20250305,Property Damage Only,-90.3835787118,42.2053976791
20251472671,20250310,Property Damage Only,-92.83007406,40.8796400461
20251472672,20250310,Property Damage Only,-95.20057544,41.1737627848
20251472675,20250310,Property Damage Only,-90.9680632242,41.5970169475
20251472676,20250311,Property Damage Only,-91.0383077582,41.5342087517
20251472679,20250310,Property Damage Only,-93.7896977742,41.6296394684
20251472681,20250311,Property Damage Only,-92.3475990801,42.2410652406
20251472686,20250306,Property Damage Only,-90.8758686162,42.4831840736
20251472689,20250310,Property Damage Only,-91.0712246808,42.4642339484
20251472690,20250310,Property Damage Only,-91.1169209774,42.4443444313
20251472692,20250311,Property Damage Only,-93.6101641971,41.9816060245
20251472696,20250311,Property Damage Only,-90.602474169,42.018174369
20251472699,20250309,Property Damage Only,-91.8386967394,43.2841260583
20251472700,20250311,Property Damage Only,-92.052714656,43.3477617607
20251472702,20250311,Property Damage Only,-93.8000341381,41.3570234229
20251472711,20250310,Property Damage Only,-95.0531540906,42.3256751503
20251472712,20250311,Property Damage Only,-93.8824588429,41.577443794
20251472714,20250311,Property Damage Only,-90.4324620666,41.6917150059
20251472715,20250311,Property Damage Only,-90.6983340444,41.538135482
20251472716,20250308,Property Damage Only,-94.9364013164,41.4972773628
20251472719,20250228,Property Damage Only,-96.1543805656,43.4329578952
20251472722,20250311,Property Damage Only,-91.1189160944,41.4415963689
20251472723,20250311,Property Damage Only,-93.6102973088,42.7457683739
20251472737,20250310,Property Damage Only,-95.151730874,42.6449342437
20251472739,20250309,Suspected Minor Injury Crash,-92.5457833374,42.8857526155
20251472740,20250311,Property Damage Only,-91.0383257072,41.5332183151
20251472748,20250309,Property Damage Only,-91.2774767952,41.0898240709
20251472806,20250306,Property Damage Only,-93.1223975452,43.0828996763
20251472812,20250310,Property Damage Only,-92.3578308308,41.7134327929
20251472816,20250311,Property Damage Only,-90.4203164489,41.7547373398
20251472830,20250310,Property Damage Only,-90.7429466984,41.4772170559
20251472836,20250311,Property Damage Only,-91.813060839,42.1920815001
20251472837,20250311,Property Damage Only,-91.2799842572,42.9336325836
20251472838,20250311,Property Damage Only,-90.7287917913,42.0550479844
20251472843,20250311,Property Damage Only,-91.4885162914,41.9178239903
20251472844,20250311,Property Damage Only,-92.8300793294,40.872937784
20251472845,20250311,Property Damage Only,-92.8384082237,40.6340771852
20251472860,20250312,Property Damage Only,-91.0751905626,42.7097132477
20251472873,20250310,Property Damage Only,-94.4380035929,42.8030145946
20251472874,20250312,Property Damage Only,-93.9188111771,42.0546109079
20251472878,20250311,Property Damage Only,-93.6099244924,41.927369046
20251472879,20250311,Property Damage Only,-93.6593988139,42.0747588331
20251472882,20250311,Property Damage Only,-93.9149939338,42.0496698369
20251472889,20250311,Property Damage Only,-91.5501367092,42.065683791
20251472898,20250311,Property Damage Only,-93.2018647106,42.9837407185
20251472900,20250306,Property Damage Only,-92.2353894865,42.3632335159
20251472904,20250312,Property Damage Only,-90.6213512762,42.0120020769
20251472915,20250312,Property Damage Only,-91.5914939018,41.6795109983
20251472922,20250306,Property Damage Only,-92.2792497175,42.2252554433
20251472947,20250311,Property Damage Only,-95.8602899275,41.5706738571
20251472954,20250310,Property Damage Only,-96.3347553369,43.3894975463
20251472970,20250310,Property Damage Only,-91.6362793155,41.1488837998
20251472972,20250312,Property Damage Only,-91.4676106394,42.0505165701
20251472975,20250311,Possible/Unknown Injury Crash,-94.7659239738,40.8564986799
20251472979,20250312,Property Damage Only,-91.38403485,42.8687463909
20251472984,20250312,Property Damage Only,-90.9937528622,41.4639705542
20251473001,20250313,Property Damage Only,-93.3093715087,42.1678049218
20251473003,20250312,Property Damage Only,-95.002664465,42.3939842249
20251473004,20250311,Property Damage Only,-91.0948782615,42.4695556823
20251473005,20250312,Property Damage Only,-90.7919615579,42.4359945303
20251473006,20250312,Property Damage Only,-93.4280283944,41.4735663661
20251473011,20250313,Property Damage Only,-91.2501006797,43.0112334123
20251473012,20250312,Property Damage Only,-92.5344726347,42.8248493901
20251473014,20250313,Possible/Unknown Injury Crash,-93.6257505979,41.4987641581
20251473017,20250310,Property Damage Only,-91.3541541845,41.3290200518
20251473019,20250310,Property Damage Only,-91.1991562591,41.2853106834
20251473020,20250311,Property Damage Only,-91.2613612141,41.0923472673
20251473060,20250216,Property Damage Only,-92.6787399623,42.0000167886
20251473092,20250313,Property Damage Only,-92.4690218715,40.7402808671
20251473099,20250313,Suspected Minor Injury Crash,-95.9712281889,43.3457412887
20251473100,20250313,Property Damage Only,-92.1906896294,42.9763568824
20251473104,20250312,Property Damage Only,-91.1599567367,40.8549975377
20251473106,20250313,Property Damage Only,-96.4979462518,43.3902351348
20251473107,20250309,Property Damage Only,-92.8876858995,40.6963861602
20251473108,20250313,Property Damage Only,-92.8582187787,40.7720804568
20251473109,20250313,Property Damage Only,-93.3887439472,43.0095264055
20251473110,20250313,Property Damage Only,-92.3160799826,42.4655735866
20251473113,20250311,Property Damage Only,-93.6170255463,42.8216837882
20251473115,20250313,Property Damage Only,-90.8757218835,41.5198447339
20251473117,20250314,Property Damage Only,-92.2977507907,42.4665254422
20251473118,20250314,Property Damage Only,-93.7744788509,41.7031148138
20251473119,20250314,Property Damage Only,-91.5962514728,40.9860290361
20251473134,20250314,Property Damage Only,-96.4163267606,42.524575826
20251473141,20250314,Property Damage Only,-93.7358112468,41.3686393843
20251473145,20250312,Possible/Unknown Injury Crash,-96.5684471159,42.6858825005
20251473147,20250314,Property Damage Only,-93.3641753919,41.5771730888
20251473148,20250313,Property Damage Only,-94.6693969978,42.4545279334
20251473151,20250313,Suspected Serious Injury Crash,-92.8305966847,40.9539147754
20251473153,20250314,Property Damage Only,-93.3679176618,41.6214769718
20251473159,20250313,Property Damage Only,-91.1325835509,41.7284316741
20251473163,20250314,Property Damage Only,-92.1319420202,43.4436031391
20251473176,20250313,Property Damage Only,-96.1971779207,42.7674719645
20251473183,20250310,Property Damage Only,-93.0794201917,41.2998304808
20251473184,20250313,Property Damage Only,-93.0057985831,41.2260205765
20251473186,20250314,Property Damage Only,-90.6765422162,42.1126111442
20251473198,20250312,Property Damage Only,-91.8050452076,42.8258278731
20251473216,20250314,Property Damage Only,-92.298576535,43.4435401334
20251473224,20250314,Property Damage Only,-90.2606329148,41.8882238742
20251473226,20250311,Property Damage Only,-91.4714580287,41.8771860737
20251473227,20250314,Property Damage Only,-91.5857973381,41.9766418059
20251473257,20250314,Possible/Unknown Injury Crash,-94.890035298,43.3992753664
20251473267,20250314,Property Damage Only,-92.354554428,41.9646066726
20251473270,20250314,Property Damage Only,-91.4765377821,41.9179988957
20251473271,20250314,Property Damage Only,-91.7005931763,42.0716111165
20251473307,20250314,Property Damage Only,-91.8843008923,41.8034550579
20251473309,20250315,Property Damage Only,-95.831987664,41.2340022905
20251473312,20250315,Property Damage Only,-90.4292393106,41.7577833606
20251473324,20250314,Property Damage Only,-91.0302199178,41.4570262667
20251473349,20250316,Property Damage Only,-90.8066752685,42.5166766885
20251473356,20250313,Property Damage Only,-90.7505103918,42.4018683152
20251473359,20250315,Property Damage Only,-90.9896193674,42.3898416579
20251473379,20250314,Property Damage Only,-93.966244956,41.5176917844
20251473381,20250316,Property Damage Only,-90.4858651225,41.8079939309
20251473399,20250119,Property Damage Only,-95.4513649959,43.4306644265
20251473403,20250313,Property Damage Only,-91.1699500542,40.9241829194
20251473423,20250316,Property Damage Only,-91.967010694,41.7742178863
20251473436,20250316,Property Damage Only,-94.6428138839,40.8114227548
20251473460,20250317,Property Damage Only,-91.200277153,41.3361737055
20251473461,20250316,Property Damage Only,-90.5657778393,41.7097842974
20251473469,20250317,Property Damage Only,-91.1543866912,42.5149897171
20251473496,20250315,Property Damage Only,-92.6105839825,43.0013114995
20251473499,20250227,Property Damage Only,-91.3001255007,40.7397750767
20251473501,20250304,Property Damage Only,-91.3192940246,40.6590187976
20251473502,20250305,Property Damage Only,-91.4106413959,40.6219373681
20251473512,20250313,Property Damage Only,-90.9655409439,41.840551796
20251473513,20250314,Property Damage Only,-90.9804161502,41.8749661868
20251473514,20250314,Property Damage Only,-92.594380299,41.4696122211
20251473515,20250315,Property Damage Only,-91.5521557138,41.3430849461
20251473523,20250308,Property Damage Only,-92.5345877825,42.8078657541
20251473524,20250312,Suspected Minor Injury Crash,-95.8543244337,41.0446020037
20251473526,20250314,Suspected Minor Injury Crash,-91.9237991672,42.270806921
20251473527,20250316,Property Damage Only,-91.873241509,42.1319774132
20251473534,20250316,Property Damage Only,-95.8033918157,40.8657537343
20251473537,20250316,Property Damage Only,-92.0428878807,42.8431919978
20251473538,20250309,Property Damage Only,-95.246055671,42.6333613887
20251473547,20250315,Property Damage Only,-93.7014909621,41.1765028141
20251473549,20250314,Property Damage Only,-92.9420976109,43.488087214
20251473553,20250306,Property Damage Only,-91.196741015,42.2678831064
20251473555,20250312,Property Damage Only,-96.2947623694,43.1854809842
20251473561,20250201,Property Damage Only,-91.8692083931,42.935333773
20251473563,20250316,Property Damage Only,-91.8872498779,42.4484245095
20251473575,20250311,Property Damage Only,-91.7390917832,43.2777046323
20251473599,20250310,Property Damage Only,-93.1438835342,41.6832787529
20251473602,20250317,Property Damage Only,-91.7122550037,42.1177827066
20251473608,20250303,Property Damage Only,-93.3233329345,41.7984835826
20251473648,20250313,Property Damage Only,-93.9016163763,42.1460901384
20251473655,20250317,Property Damage Only,-91.7287796794,42.0414493632
20251473656,20250317,Property Damage Only,-91.2830169704,41.4082342118
20251473658,20250317,Property Damage Only,-91.0884279219,41.4228726228
20251473660,20250317,Property Damage Only,-90.5485739239,41.8456803488
20251473661,20250317,Property Damage Only,-94.0108691358,41.4302163979
20251473665,20250318,Property Damage Only,-90.8205198453,41.9253219777
20251473668,20250317,Property Damage Only,-90.8086203505,41.7583369493
20251473672,20250317,Property Damage Only,-93.7676692511,40.9183963893
20251473688,20250318,Property Damage Only,-93.4633601626,41.9224338287
20251473691,20250318,Property Damage Only,-93.144364153,41.3218273299
20251473693,20250313,Property Damage Only,-92.3370337942,42.8198240637
20251473694,20250314,Property Damage Only,-92.4659003465,42.7268143166
20251473695,20250314,Property Damage Only,-92.3376454257,42.6890147259
20251473699,20250314,Property Damage Only,-95.3702071431,40.5970353303
20251473703,20250318,Property Damage Only,-96.4387670589,43.3899162135
20251473704,20250317,Property Damage Only,-93.2999865018,42.3973981527
20251473706,20250315,Property Damage Only,-91.5165530058,40.9730233693
20251473708,20250318,Property Damage Only,-93.8135123107,42.4956440421
20251473711,20250315,Property Damage Only,-91.811610223,43.2173580558
20251473715,20250318,Property Damage Only,-94.318264171,41.5361274597
20251473718,20250318,Property Damage Only,-91.1324528693,41.6918448752
20251473781,20250318,Property Damage Only,-90.3346512973,41.9977741815
20251473788,20250318,Property Damage Only,-96.1744447803,42.1597206508
20251473797,20250318,Property Damage Only,-93.5412163547,41.8206043437
20251473798,20250317,Property Damage Only,-90.5570997668,42.3745842021
20251473804,20250318,Property Damage Only,-91.3898506241,42.7253766022
20251473810,20250318,Property Damage Only,-91.149157879,41.515871589
20251473830,20250318,Property Damage Only,-92.919082188,40.7398432783
20251473831,20250318,Property Damage Only,-93.7695792642,41.0041595855
20251473841,20250318,Property Damage Only,-93.3101284072,41.8084366537
20251473842,20250304,Property Damage Only,-91.754764741,41.1622961058
20251473852,20250317,Property Damage Only,-91.9016261374,42.5962926593
20251473869,20250318,Property Damage Only,-91.284221381,41.1472124271
20251473893,20250313,Property Damage Only,-93.1819060157,42.4265376152
20251473895,20250316,Property Damage Only,-91.1586059987,41.2419027672
20251473906,20250318,Property Damage Only,-91.8732118977,42.1254565703
20251473923,20250319,Property Damage Only,-90.6117369526,42.1074615103
20251473924,20250319,Property Damage Only,-92.422327791,41.964643455
20251473930,20250309,Property Damage Only,-91.2222685431,41.5242308158
20251473934,20250311,Property Damage Only,-92.2191722099,42.5525717063
20251473938,20250301,Property Damage Only,-90.6696272089,42.1910003482
20251473941,20250314,Property Damage Only,-90.7361424047,42.5605645735
20251473944,20250211,Property Damage Only,-91.2881711294,40.6474994441
20251473946,20250319,Property Damage Only,-91.4172791995,40.6146957847
20251473956,20250320,Property Damage Only,-91.4754494207,42.4652999862
20251473968,20250320,Property Damage Only,-93.9221449637,41.3546865257
20251473976,20250320,Property Damage Only,-93.2634302191,42.3607882801
20251474001,20250319,Property Damage Only,-92.5457447362,42.9010253454
20251474060,20250316,Property Damage Only,-93.3406175203,43.0092925303
20251474088,20250320,Property Damage Only,-91.7656223187,42.0112838223
20251474090,20250320,Property Damage Only,-91.7847233577,42.1685758369
20251474091,20250320,Property Damage Only,-93.1481833018,41.1931095763
20251474103,20250320,Property Damage Only,-92.354472297,41.3667131749
